Code,lat,lng,Specified Course,Specified Duration,Destination Name,Destination Identified,Calculated Lat,Calculated Lng,Fitted Course,Fitted Distance,Course Error,Dist Error Factor
sumatra-west,-6.0105,104.4974,,,,,,,,,,
sumatra-west,-4.0062,102.2292,,,,,,,,,,
sumatra-west,-2.2524,100.6946,,,,,,,,,,
sumatra-west,-0.9894,100.2124,,,,,,,,,,
sumatra-west,0.1427,99.0915,,,,,,,,,,
sumatra-west,1.3996,98.6459,,,,,,,,,,
sumatra-west,2.3603,97.5858,,,,,,,,,,
sumatra-west,2.7416,97.4755,,,,,,,,,,
sumatra-west,3.7014,96.3989,,,,,,,,,,
sumatra-west,4.6658,95.4797,,,,,,,,,,
sumatra-west,4.8216,95.4083,,,,,,,,,,
sumatra-west,4.8672,95.3939,,,,,,,,,,
sumatra-west,4.8788,95.3912,,,,,,,,,,
sumatra-west,4.9484,95.3632,,,,,,,,,,
sumatra-west,5.0120,95.3498,,,,,,,,,,
sumatra-west,5.0808,95.3034,,,,,,,,,,
sumatra-west,5.1256,95.2993,,,,,,,,,,
sumatra-west,5.2692,95.2110,,,,,,,,,,
sumatra-west,5.2859,95.2088,,,,,,,,,,
sumatra-west,5.5203,95.1821,,,,,,,,,,
sumatra-lost-continent,5.3371,95.1979,,,,,,,,,,
sumatra-lost-continent,5.3986,95.1704,,,,,,,,,,
sumatra-lost-continent,5.4191,95.0826,,,,,,,,,,
sumatra-lost-continent,5.4219,94.9686,,,,,,,,,,
sumatra-lost-continent,5.3863,94.9054,,,,,,,,,,
sabang-lost-continent,5.7607,95.3467,,,,,,,,,,
sabang-lost-continent,5.5995,95.2108,,,,,,,,,,
sabang-lost-continent,5.5680,95.1435,,,,,,,,,,
sabang-lost-continent,5.4327,94.9704,,,,,,,,,,
sabang-lost-continent,5.3931,94.9045,,,,,,,,,,
kundur-channel,-2.3146,105.6090,,,,,,,,,,
kundur-channel,-2.2213,105.0762,,,,,,,,,,
kundur-channel,-0.9932,104.4586,,,,,,,,,,
kundur-channel,-0.5922,103.9312,,,,,,,,,,
kundur-channel,0.2637,103.8526,,,,,,,,,,
kundur-channel,0.5878,103.3838,,,,,,,,,,
kundur-channel,0.7619,103.2949,,,,,,,,,,
kundur-channel,1.1447,103.2054,,,,,,,,,,
trengganu-pedra-branca,5.3265,103.1860,,,,,,,,,,
trengganu-pedra-branca,5.2718,103.2904,,,,,,,,,,
trengganu-pedra-branca,4.7464,103.5458,,,,,,,,,,
trengganu-pedra-branca,3.4936,103.6178,,,,,,,,,,
trengganu-pedra-branca,2.4624,103.8935,,,,,,,,,,
trengganu-pedra-branca,2.3225,104.0116,,,,,,,,,,
trengganu-pedra-branca,2.1935,104.0308,,,,,,,,,,
trengganu-pedra-branca,1.9681,104.1868,,,,,,,,,,
trengganu-pedra-branca,1.4684,104.3323,,,,,,,,,,
sri-lanka-cuttack,7.9807,81.6754,,,,,,,,,,
sri-lanka-cuttack,9.3383,80.9064,,,,,,,,,,
sri-lanka-cuttack,9.8583,80.2691,,,,,,,,,,
sri-lanka-cuttack,10.3234,79.9396,,,,,,,,,,
sri-lanka-cuttack,11.7410,79.8873,,,,,,,,,,
sri-lanka-cuttack,12.4392,80.2828,,,,,,,,,,
sri-lanka-cuttack,13.3281,80.4695,,,,,,,,,,
sri-lanka-cuttack,14.2053,80.2169,,,,,,,,,,
sri-lanka-cuttack,14.5671,80.3377,,,,,,,,,,
sri-lanka-cuttack,15.0663,80.1949,,,,,,,,,,
sri-lanka-cuttack,15.7018,80.5025,,,,,,,,,,
sri-lanka-cuttack,15.6384,81.0628,,,,,,,,,,
sri-lanka-cuttack,16.4830,82.4031,,,,,,,,,,
sri-lanka-cuttack,16.8306,82.4965,,,,,,,,,,
sri-lanka-cuttack,17.5443,83.3644,,,,,,,,,,
sri-lanka-cuttack,19.8647,86.4516,,,,,,,,,,
sri-lanka-indus,7.0227,82.0212,,,,,,,,,,
sri-lanka-indus,21.9378,90.8659,,,,,,,,,,
cuttack-indus,20.4476,86.9678,,,,,,,,,,
cuttack-indus,21.8003,90.5054,,,,,,,,,,
galle,6.8283,81.8674,,,,,,,,,,
galle,6.4327,81.7108,,,,,,,,,,
galle,6.1433,81.5021,,,,,,,,,,
galle,5.8485,80.6179,,,,,,,,,,
galle,6.0288,80.1373,,,,,,,,,,
galle,6.1490,80.0192,,,,,,,,,,
galle,6.3729,79.9450,,,,,,,,,,
sri-lanka-mumbai,6.9739,79.7388,,,,,,,,,,
sri-lanka-mumbai,8.1066,77.2559,,,,,,,,,,
sri-lanka-mumbai,8.7044,76.5528,,,,,,,,,,
sri-lanka-mumbai,9.3445,76.2232,,,,,,,,,,
sri-lanka-mumbai,10.8041,75.7409,,,,,,,,,,
sri-lanka-mumbai,11.9350,75.0817,,,,,,,,,,
sri-lanka-mumbai,12.8256,74.6532,,,,,,,,,,
sri-lanka-mumbai,14.0533,74.3951,,,,,,,,,,
sri-lanka-mumbai,15.9421,73.3733,,,,,,,,,,
sri-lanka-mumbai,18.8373,72.7113,,,,,,,,,,
bankot-qalhat,17.9738,72.8485,,,,,,,,,,
bankot-qalhat,22.6251,60.0609,,,,,,,,,,
guardafui-male,11.9925,52.7995,,,,,,,,,,
guardafui-male,4.2235,72.9449,,,,,,,,,,
guardafui-kavaratti,12.2073,52.9313,,,,,,,,,,
guardafui-kavaratti,10.6567,72.2672,,,,,,,,,,
persian-gulf,23.8029,67.3548,,,,,,,,,,
persian-gulf,25.1428,66.2122,,,,,,,,,,
persian-gulf,24.8440,61.2904,,,,,,,,,,
persian-gulf,25.6192,57.2035,,,,,,,,,,
persian-gulf,26.6026,56.8674,,,,,,,,,,
persian-gulf,26.6714,56.2961,,,,,,,,,,
persian-gulf,25.5071,54.8294,,,,,,,,,,
persian-gulf,25.6390,52.8529,,,,,,,,,,
hormuz,27.0852,56.6096,,,,,,,,,,
hormuz,27.1097,56.5478,,,,,,,,,,
hormuz,27.1121,56.4866,,,,,,,,,,
hormuz,27.1011,56.4544,,,,,,,,,,
hormuz,27.1054,56.4400,,,,,,,,,,
hormuz,27.1011,56.3946,,,,,,,,,,
hormuz,27.0822,56.3898,,,,,,,,,,
hormuz,27.0222,56.4235,,,,,,,,,,
hormuz,27.0124,56.4963,,,,,,,,,,
hormuz,26.9837,56.5848,,,,,,,,,,
