Code,x,y
cuttack-indus,15101,341
cuttack-indus,15377,293
cuttack-indus,15541,225
galle,15724,3002
galle,15324,2962
galle,15216,2974
galle,15064,2942
galle,15012,2898
galle,14956,2802
sri-lanka-mumbai,14795,2469
sri-lanka-mumbai,14715,2397
sri-lanka-mumbai,14683,2393
sri-lanka-mumbai,14503,2225
sri-lanka-mumbai,14483,2193
sri-lanka-mumbai,14255,2073
sri-lanka-mumbai,13715,1949
sri-lanka-mumbai,13411,1925
sri-lanka-mumbai,13375,1989
sri-lanka-mumbai,13203,2009
sri-lanka-mumbai,12971,2089
sri-lanka-mumbai,12791,2165
sri-lanka-mumbai,12319,1985
sri-lanka-mumbai,12207,1993
sri-lanka-mumbai,11963,1985
sri-lanka-mumbai,11847,1969
sri-lanka-mumbai,11531,1933
sri-lanka-mumbai,11235,1925
sri-lanka-mumbai,10959,1849
sri-lanka-mumbai,10831,1853
sri-lanka-mumbai,10598,1719
sri-lanka-mumbai,10294,1787
sri-lanka-mumbai,10166,1779
sri-lanka-mumbai,9870,1667
sri-lanka-mumbai,9638,1635
sri-lanka-mumbai,9058,1563
sri-lanka-mumbai,8890,1571
sri-lanka-mumbai,8654,1607
sri-lanka-mumbai,8538,1587
sri-lanka-mumbai,8198,1511
sri-lanka-mumbai,8046,1527
sri-lanka-mumbai,7946,1635
sri-lanka-mumbai,7602,1667
bankot-qalhat,9027,1411
bankot-qalhat,8819,1519
bankot-qalhat,7975,1779
bankot-qalhat,7679,1787
bankot-qalhat,6995,1991
bankot-qalhat,6379,2063
bankot-qalhat,5995,2063
bankot-qalhat,5391,2207
guardafui-male,10589,2484
guardafui-male,10685,2820
guardafui-male,10945,2876
guardafui-male,11033,2960
guardafui-male,11437,3048
guardafui-male,11597,3128
guardafui-male,12221,3144
guardafui-male,12609,3164
guardafui-male,12961,3140
guardafui-male,13133,3104
guardafui-male,13233,3064
guardafui-male,13337,2976
guardafui-male,13417,2980
guardafui-male,13553,2924
guardafui-male,13693,2916
guardafui-male,13905,2928
guardafui-male,14097,2984
guardafui-male,14241,3104
guardafui-male,14681,3196
guardafui-kavaratti,11015,2910
guardafui-kavaratti,11107,2926
guardafui-kavaratti,11283,2938
guardafui-kavaratti,11539,2914
guardafui-kavaratti,11695,2858
guardafui-kavaratti,11799,2754
guardafui-kavaratti,11847,2634
guardafui-kavaratti,11791,2526
guardafui-kavaratti,11731,2506
guardafui-kavaratti,11623,2514
persian-gulf,5303,1696
persian-gulf,4679,1904
persian-gulf,4415,1904
persian-gulf,4239,1800
persian-gulf,4135,1608
persian-gulf,3983,1552
persian-gulf,3239,1600
persian-gulf,2823,1472
persian-gulf,2583,1200
persian-gulf,2231,1480
persian-gulf,1727,2312
persian-gulf,1647,2576
persian-gulf,1663,2816
persian-gulf,1751,3144
persian-gulf,1839,3472
persian-gulf,2159,4008
hormuz,1942,2388
hormuz,1538,2044
hormuz,1278,1916
hormuz,1050,1868
hormuz,826,1912
hormuz,618,2036
hormuz,430,2280
hormuz,430,2428
hormuz,490,2568
hormuz,630,2740
hormuz,542,2792
hormuz,478,2908
hormuz,474,3088
hormuz,658,3312
hormuz,862,3396
hormuz,1138,3432
hormuz,1382,3372
hormuz,1610,3192
hormuz,1786,2980
hormuz,1950,2444
